codigo postal,lat,lon,poblacion,provincia,comunidad autonoma,prob_c,comarca2,provincia2,comunidad2,code2,prob_2
17539,1878574490.0,42419584960,Bolvir,Girona,Cataluña,bolvir,La Marina Baixa,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3045.0,bolulla
43884,1440176050.0,41220663940,Bonastre,Tarragona,Cataluña,bonastre,Cerdanya,Gerona/Girona,Cataluña/ Catalunya,170242.0,bolvir
46131,-0.36636985,39519051840,Bonrepòs i Mirambell,Valencia/València,Comunidad Valenciana,bonrepos i mirambell,Baix Penedès,Tarragona,Cataluña/ Catalunya,430304.0,bonastre
17462,2911441000.0,42044097970,Bordils,Girona,Cataluña,bordils,Aran,Lerida/ Lleida,Cataluña/ Catalunya,250576.0,bordes es
17700,2926534360.0,42223237760,Borrassà,Girona,Cataluña,borrassa,Baix Camp,Tarragona,Cataluña/ Catalunya,430311.0,borges del camp les
17770,2926534360.0,42223237760,Borrassà,Girona,Cataluña,borrassa,Baix Camp,Tarragona,Cataluña/ Catalunya,430311.0,borges del camp les
8619,1993992350.0,42135448370,Borredà,Barcelona,Cataluña,borreda,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170268.0,borrassa
12530,-0.08364221,39889681320,Borriana/Burriana,Castellón/Castelló,Comunidad Valenciana,borriana burriana,Berguedà,Barcelona,Cataluña/ Catalunya,80240.0,borreda
12190,-0.07170101,40042960970,Borriol,Castellón/Castelló,Comunidad Valenciana,borriol,La Plana Baixa,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12032.0,borriana burriana
25550,0.69240158,42785664470,Bossòst,Lleida,Cataluña,bossost,La Plana Alta,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12031.0,borriol
43785,0.38480895,41009288130,Bot,Tarragona,Cataluña,bot,Aran,Lerida/ Lleida,Cataluña/ Catalunya,250595.0,bossost
43772,0.98977859,41136284670,Botarell,Tarragona,Cataluña,botarell,Terra Alta,Tarragona,Cataluña/ Catalunya,430326.0,bot
25178,0.63889408,41326018830,Bovera,Lleida,Cataluña,bovera,Baix Camp,Tarragona,Cataluña/ Catalunya,430332.0,botarell
43812,1341243000.0,41268786650,Bràfim,Tarragona,Cataluña,brafim,Garrigues,Lerida/ Lleida,Cataluña/ Catalunya,250560.0,bovera
17400,2557140720.0,41748361300,Breda,Girona,Cataluña,breda,Alt Camp,Tarragona,Cataluña/ Catalunya,430347.0,brafim
17441,2684676090.0,41904600310,Brunyola,Girona,Cataluña,brunyola,Osona,Barcelona,Cataluña/ Catalunya,80266.0,brull el
46891,-0.51618568,38868143070,Bufali,Valencia/València,Comunidad Valenciana,bufali,Selva,Gerona/Girona,Cataluña/ Catalunya,170280.0,brunyola i sant marti sapresa
46165,-0.77484477,39608696930,Bugarra,Valencia/València,Comunidad Valenciana,bugarra,La Vall d'Albaida,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46075.0,bufali
7311,2985571500.0,39759005300,Búger,Illes Balears,Illes Balears,buger,El Raiguer/ es Raiguer,Mallorca,Islas Baleares/ Illes balears,,buger
7010,2699385610.0,39696060380,Bunyola,Illes Balears,Illes Balears,bunyola,,,,,
7110,2699385610.0,39696060380,Bunyola,Illes Balears,Illes Balears,bunyola,,,,,
7193,2699385610.0,39696060380,Bunyola,Illes Balears,Illes Balears,bunyola,,,,,
7349,2699385610.0,39696060380,Bunyola,Illes Balears,Illes Balears,bunyola,,,,,
46360,-0.78986594,39418013630,Buñol,Valencia/València,Comunidad Valenciana,bunol,Los Serranos,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46076.0,bugarra
46100,-0.41266051,39509732030,Burjassot,Valencia/València,Comunidad Valenciana,burjassot,La Hoya de Buñol,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46077.0,bunol
3111,-0.42050568,38481961800,Busot,Alicante/Alacant,Comunidad Valenciana,busot,L'Horta Nord,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46078.0,burjassot
43373,0.73354855,41247294020,Cabacés,Tarragona,Cataluña,cabaces,L'Alacantí,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3046.0,busot
25748,1214916630.0,41850735910,Cabanabona,Lleida,Cataluña,cabanabona,Priorat,Tarragona,Cataluña/ Catalunya,430350.0,cabaces
17746,2819471410.0,42230767240,Cabanelles,Girona,Cataluña,cabanelles,Noguera,Lerida/ Lleida,Cataluña/ Catalunya,250609.0,cabanabona
17747,2819471410.0,42230767240,Cabanelles,Girona,Cataluña,cabanelles,Noguera,Lerida/ Lleida,Cataluña/ Catalunya,250609.0,cabanabona
12180,0.04265634,40155482040,Cabanes,Castellón/Castelló,Comunidad Valenciana,cabanes,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170314.0,cabanelles
12595,0.04265634,40155482040,Cabanes,Castellón/Castelló,Comunidad Valenciana,cabanes,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170314.0,cabanelles
25794,1248063620.0,42239194760,Cabó,Lleida,Cataluña,cabo,Alt Penedès,Barcelona,Cataluña/ Catalunya,80272.0,cabanyes les
43811,1277243480.0,41395245050,Cabra del Camp,Tarragona,Cataluña,cabra del camp,Alt Urgell,Lerida/ Lleida,Cataluña/ Catalunya,250616.0,cabo
8718,1702969580.0,41478291810,Cabrera d'Anoia,Barcelona,Cataluña,cabrera danoia,Alt Camp,Tarragona,Cataluña/ Catalunya,430363.0,cabra del camp
8349,2392583360.0,41528045390,Cabrera de Mar,Barcelona,Cataluña,cabrera de mar,Anoia,Barcelona,Cataluña/ Catalunya,80288.0,cabrera danoia
8348,2368296440.0,41525842820,Cabrils,Barcelona,Cataluña,cabrils,Maresme,Barcelona,Cataluña/ Catalunya,80291.0,cabrera de mar
8384,2368296440.0,41525842820,Cabrils,Barcelona,Cataluña,cabrils,Maresme,Barcelona,Cataluña/ Catalunya,80291.0,cabrera de mar
17488,3275651260.0,42288080660,Cadaqués,Girona,Cataluña,cadaques,Maresme,Barcelona,Cataluña/ Catalunya,80305.0,cabrils
8280,1511459700.0,41734002650,Calaf,Barcelona,Cataluña,calaf,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170329.0,cadaques
43820,1568348580.0,41201717570,Calafell,Tarragona,Cataluña,calafell,Anoia,Barcelona,Cataluña/ Catalunya,80312.0,calaf
43882,1568348580.0,41201717570,Calafell,Tarragona,Cataluña,calafell,Anoia,Barcelona,Cataluña/ Catalunya,80312.0,calaf
73820,1568348580.0,41201717570,Calafell,Tarragona,Cataluña,calafell,Anoia,Barcelona,Cataluña/ Catalunya,80312.0,calaf
8275,1992250570.0,41789193450,Calders,Barcelona,Cataluña,calders,Baix Penedès,Tarragona,Cataluña/ Catalunya,430379.0,calafell
17455,2809038010.0,41836709520,Caldes de Malavella,Girona,Cataluña,caldes de malavella,Moianès,Barcelona,Cataluña/ Catalunya,80348.0,calders
17456,2809038010.0,41836709520,Caldes de Malavella,Girona,Cataluña,caldes de malavella,Moianès,Barcelona,Cataluña/ Catalunya,80348.0,calders
8140,2164880780.0,41631217180,Caldes de Montbui,Barcelona,Cataluña,caldes de montbui,Selva,Gerona/Girona,Cataluña/ Catalunya,170335.0,caldes de malavella
8393,2527339960.0,41569848590,Caldes d'Estrac,Barcelona,Cataluña,caldes destrac,Vallès Oriental,Barcelona,Cataluña/ Catalunya,80333.0,caldes de montbui
8370,2658074350.0,41613786760,Calella,Barcelona,Cataluña,calella,Maresme,Barcelona,Cataluña/ Catalunya,80327.0,caldes destrac
12589,0.35396193,40462040410,Càlig,Castellón/Castelló,Comunidad Valenciana,calig,Maresme,Barcelona,Cataluña/ Catalunya,80351.0,calella
8506,2283671490.0,41926039100,Calldetenes,Barcelona,Cataluña,calldetenes,El Baix Maestrat,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12034.0,calig
46175,-0.97369191,39725502470,Calles,Valencia/València,Comunidad Valenciana,calles,Osona,Barcelona,Cataluña/ Catalunya,80370.0,calldetenes
3317,-0.87933854,38122581360,Callosa de Segura,Alicante/Alacant,Comunidad Valenciana,callosa de segura,Los Serranos,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46079.0,calles
3360,-0.87933854,38122581360,Callosa de Segura,Alicante/Alacant,Comunidad Valenciana,callosa de segura,Los Serranos,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46079.0,calles
3510,-0.12235041,38651640660,Callosa d'en Sarrià,Alicante/Alacant,Comunidad Valenciana,callosa den sarria,El Baix Segura / La Vega Baja,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3049.0,callosa de segura
8262,1784191810.0,41782741130,Callús,Barcelona,Cataluña,callus,La Marina Baixa,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3048.0,callosa den sarria
17251,3073144830.0,41862287990,Calonge,Girona,Cataluña,calonge,Bages,Barcelona,Cataluña/ Catalunya,80386.0,callus
17252,3073144830.0,41862287990,Calonge,Girona,Cataluña,calonge,Bages,Barcelona,Cataluña/ Catalunya,80386.0,callus
8281,1481990800.0,41763996560,Calonge de Segarra,Barcelona,Cataluña,calonge de segarra,Bages,Barcelona,Cataluña/ Catalunya,80386.0,callus
3710,0.04453809,38645262610,Calp,Alicante/Alacant,Comunidad Valenciana,calp,Baix Empordà,Gerona/Girona,Cataluña/ Catalunya,170340.0,calonge i sant antoni
7160,2502482810.0,39565889200,Calvià,Illes Balears,Illes Balears,calvia,La Sierra de Tramontana/ sa Serra de Tramuntana,Mallorca,Islas Baleares/ Illes balears,,calvia
7180,2502482810.0,39565889200,Calvià,Illes Balears,Illes Balears,calvia,La Sierra de Tramontana/ sa Serra de Tramuntana,Mallorca,Islas Baleares/ Illes balears,,calvia
7181,2502482810.0,39565889200,Calvià,Illes Balears,Illes Balears,calvia,La Sierra de Tramontana/ sa Serra de Tramuntana,Mallorca,Islas Baleares/ Illes balears,,calvia
7183,2502482810.0,39565889200,Calvià,Illes Balears,Illes Balears,calvia,La Sierra de Tramontana/ sa Serra de Tramuntana,Mallorca,Islas Baleares/ Illes balears,,calvia
7184,2502482810.0,39565889200,Calvià,Illes Balears,Illes Balears,calvia,La Sierra de Tramontana/ sa Serra de Tramuntana,Mallorca,Islas Baleares/ Illes balears,,calvia
7196,2502482810.0,39565889200,Calvià,Illes Balears,Illes Balears,calvia,La Sierra de Tramontana/ sa Serra de Tramuntana,Mallorca,Islas Baleares/ Illes balears,,calvia
25592,0.87733178,41874414930,Camarasa,Lleida,Cataluña,camarasa,La Marina Alta,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3047.0,calp
25613,0.87733178,41874414930,Camarasa,Lleida,Cataluña,camarasa,La Marina Alta,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3047.0,calp
25615,0.87733178,41874414930,Camarasa,Lleida,Cataluña,camarasa,La Marina Alta,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3047.0,calp
25692,0.87733178,41874414930,Camarasa,Lleida,Cataluña,camarasa,La Marina Alta,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3047.0,calp
43894,0.67233581,40773447390,Camarles,Tarragona,Cataluña,camarles,Noguera,Lerida/ Lleida,Cataluña/ Catalunya,250621.0,camarasa
43850,1051797780.0,41074451700,Cambrils,Tarragona,Cataluña,cambrils,Baix Ebre,Tarragona,Cataluña/ Catalunya,439039.0,camarles
17834,2761781930.0,42086441190,Camós,Girona,Cataluña,camos,Baix Camp,Tarragona,Cataluña/ Catalunya,430385.0,cambrils
17854,2761781930.0,42086441190,Camós,Girona,Cataluña,camos,Baix Camp,Tarragona,Cataluña/ Catalunya,430385.0,cambrils
7310,2966079930.0,39774868180,Campanet,Illes Balears,Illes Balears,campanet,El Raiguer/ es Raiguer,Mallorca,Islas Baleares/ Illes balears,,campanet
17530,2167050080.0,42224186620,Campdevànol,Girona,Cataluña,campdevanol,L'Alt Vinalopó / Alto Vinalopó,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3051.0,camp de mirra el campo de mirra
17531,2167050080.0,42224186620,Campdevànol,Girona,Cataluña,campdevanol,L'Alt Vinalopó / Alto Vinalopó,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3051.0,camp de mirra el campo de mirra
17534,2140563520.0,42294635290,Campelles,Girona,Cataluña,campelles,Ripollès,Gerona/Girona,Cataluña/ Catalunya,170366.0,campdevanol
8470,2463162020.0,41724786250,Campins,Barcelona,Cataluña,campins,L'Alacantí,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3050.0,campello el
8472,2463162020.0,41724786250,Campins,Barcelona,Cataluña,campins,L'Alacantí,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3050.0,campello el
17459,2830177180.0,41890918530,Campllong,Girona,Cataluña,campllong,Vallès Oriental,Barcelona,Cataluña/ Catalunya,80399.0,campins
3469,-0.77925393,38687196240,Campo de Mirra/el Camp de Mirra,Alicante/Alacant,Comunidad Valenciana,campo de mirra el camp de mirra,Pla de l'Estany,Gerona/Girona,Cataluña/ Catalunya,170353.0,camos
46330,-1397692890.0,39647054120,Camporrobles,Valencia/València,Comunidad Valenciana,camporrobles,Gironès,Gerona/Girona,Cataluña/ Catalunya,170388.0,campllong
7630,3018146740.0,39430542490,Campos,Illes Balears,Illes Balears,campos,La Plana de Utiel-Requena,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46080.0,camporrobles
7638,3018146740.0,39430542490,Campos,Illes Balears,Illes Balears,campos,La Plana de Utiel-Requena,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46080.0,camporrobles
7639,3018146740.0,39430542490,Campos,Illes Balears,Illes Balears,campos,La Plana de Utiel-Requena,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46080.0,camporrobles
17867,2365457330.0,42312888270,Camprodon,Girona,Cataluña,camprodon,El Migjorn/ es Migjorn,Mallorca,Islas Baleares/ Illes balears,,campos
46650,-0.58558184,38959463340,Canals,Valencia/València,Comunidad Valenciana,canals,Ripollès,Gerona/Girona,Cataluña/ Catalunya,170391.0,camprodon
46659,-0.58558184,38959463340,Canals,Valencia/València,Comunidad Valenciana,canals,Ripollès,Gerona/Girona,Cataluña/ Catalunya,170391.0,camprodon
46813,-0.58558184,38959463340,Canals,Valencia/València,Comunidad Valenciana,canals,Ripollès,Gerona/Girona,Cataluña/ Catalunya,170391.0,camprodon
25548,0.73947065,42838660900,Canejan,Lleida,Cataluña,canejan,La Costera,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46081.0,canals
17199,2734764450.0,42038251280,Canet d'Adri,Girona,Cataluña,canet dadri,Aran,Lerida/ Lleida,Cataluña/ Catalunya,250637.0,canejan
8360,2582637960.0,41589633980,Canet de Mar,Barcelona,Cataluña,canet de mar,Gironès,Gerona/Girona,Cataluña/ Catalunya,170405.0,canet dadri
46529,-0.21878416,39680773250,Canet d'En Berenguer,Valencia/València,Comunidad Valenciana,canet den berenguer,Maresme,Barcelona,Cataluña/ Catalunya,80403.0,canet de mar
12350,0.24273041,40551080300,Canet lo Roig,Castellón/Castelló,Comunidad Valenciana,canet lo roig,El Camp de Morvedre,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46082.0,canet den berenguer
8420,2278069940.0,41624651460,Canovelles,Barcelona,Cataluña,canovelles,Tarragonès,Tarragona,Cataluña/ Catalunya,439076.0,canonja la
8440,2354677040.0,41693785510,Cànoves i Samalús,Barcelona,Cataluña,canoves i samalus,Vallès Oriental,Barcelona,Cataluña/ Catalunya,80410.0,canovelles
8445,2354677040.0,41693785510,Cànoves i Samalús,Barcelona,Cataluña,canoves i samalus,Vallès Oriental,Barcelona,Cataluña/ Catalunya,80410.0,canovelles
8530,2354677040.0,41693785510,Cànoves i Samalús,Barcelona,Cataluña,canoves i samalus,Vallès Oriental,Barcelona,Cataluña/ Catalunya,80410.0,canovelles
17708,2924944070.0,42422183550,Cantallops,Girona,Cataluña,cantallops,Vallès Oriental,Barcelona,Cataluña/ Catalunya,80425.0,canoves i samalus
8811,1722391270.0,41286832840,Canyelles,Barcelona,Cataluña,canyelles,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170412.0,cantallops
3409,-0.80952172,38675189170,Cañada,Alicante/Alacant,Comunidad Valenciana,canada,Garraf,Barcelona,Cataluña/ Catalunya,80431.0,canyelles
43364,1027758200.0,41295188850,Capafonts,Tarragona,Cataluña,capafonts,L'Alt Vinalopó / Alto Vinalopó,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3052.0,canada
43776,0.78147084,41100098720,Capçanes,Tarragona,Cataluña,capcanes,Baix Camp,Tarragona,Cataluña/ Catalunya,430398.0,capafonts
7580,3433358320.0,39702720830,Capdepera,Illes Balears,Illes Balears,capdepera,El Levante de Mallorca/ es Llevant de Mallorca,Mallorca,Islas Baleares/ Illes balears,,capdepera
7589,3433358320.0,39702720830,Capdepera,Illes Balears,Illes Balears,capdepera,El Levante de Mallorca/ es Llevant de Mallorca,Mallorca,Islas Baleares/ Illes balears,,capdepera
7590,3433358320.0,39702720830,Capdepera,Illes Balears,Illes Balears,capdepera,El Levante de Mallorca/ es Llevant de Mallorca,Mallorca,Islas Baleares/ Illes balears,,capdepera
8786,1686314900.0,41531371210,Capellades,Barcelona,Cataluña,capellades,Priorat,Tarragona,Cataluña/ Catalunya,430402.0,capcanes
17750,2921031120.0,42372540000,Capmany,Girona,Cataluña,capmany,Anoia,Barcelona,Cataluña/ Catalunya,80446.0,capellades
8619,1753024490.0,42078243130,Capolat,Barcelona,Cataluña,capolat,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170427.0,capmany
46740,-0.44698055,39122761980,Carcaixent,Valencia/València,Comunidad Valenciana,carcaixent,Berguedà,Barcelona,Cataluña/ Catalunya,80459.0,capolat
46749,-0.44698055,39122761980,Carcaixent,Valencia/València,Comunidad Valenciana,carcaixent,Berguedà,Barcelona,Cataluña/ Catalunya,80459.0,capolat
46792,-0.44698055,39122761980,Carcaixent,Valencia/València,Comunidad Valenciana,carcaixent,Berguedà,Barcelona,Cataluña/ Catalunya,80459.0,capolat
46294,-0.56780586,39070137570,Càrcer,Valencia/València,Comunidad Valenciana,carcer,La Ribera Alta,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46083.0,carcaixent
8440,2356439810.0,41638573450,Cardedeu,Barcelona,Cataluña,cardedeu,La Ribera Alta,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46084.0,carcer
8261,1681446300.0,41913743100,Cardona,Barcelona,Cataluña,cardona,Vallès Oriental,Barcelona,Cataluña/ Catalunya,80462.0,cardedeu
46240,-0.5198408,39227294200,Carlet,Valencia/València,Comunidad Valenciana,carlet,Bages,Barcelona,Cataluña/ Catalunya,80478.0,cardona
8787,1620954440.0,41531209600,Carme,Barcelona,Cataluña,carme,La Ribera Alta,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46085.0,carlet
46869,-0.47165762,38840382850,Carrícola,Valencia/València,Comunidad Valenciana,carricola,Anoia,Barcelona,Cataluña/ Catalunya,80484.0,carme
46147,-1262394730.0,40039604000,Casas Altas,Valencia/València,Comunidad Valenciana,casas altas,La Vall d'Albaida,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46086.0,carricola
46146,-1260566660.0,40023450520,Casas Bajas,Valencia/València,Comunidad Valenciana,casas bajas,El Rincón de Ademuz,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46087.0,casas altas
43787,0.25016813,41038613980,Caseres,Tarragona,Cataluña,caseres,El Rincón de Ademuz,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46088.0,casas bajas
46171,-0.70721276,39700272940,Casinos,Valencia/València,Comunidad Valenciana,casinos,Terra Alta,Tarragona,Cataluña/ Catalunya,430419.0,caseres
46717,-0.70721276,39700272940,Casinos,Valencia/València,Comunidad Valenciana,casinos,Terra Alta,Tarragona,Cataluña/ Catalunya,430419.0,caseres
17244,2874399070.0,41887282780,Cassà de la Selva,Girona,Cataluña,cassa de la selva,El Camp de Túria,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46089.0,casinos
8693,1842593280.0,42013714330,Casserres,Barcelona,Cataluña,casserres,Gironès,Gerona/Girona,Cataluña/ Catalunya,170448.0,cassa de la selva
3420,-0.67026538,38596576430,Castalla,Alicante/Alacant,Comunidad Valenciana,castalla,Berguedà,Barcelona,Cataluña/ Catalunya,80497.0,casserres
